process_name,component_id,component_name,component_type,component_subtype,component_version,component_current_version,component_branch,deployment_id,environment_id,deployed_date,deployed_by,package_version
[Main] CDS to SF Processing,d19fcff2-959b-4c83-a165-efa716ee2177,[Salesforce] CDS_Data_Import__c CREATE,connector-action,salesforce,10,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,43854b24-d0cc-4a1d-aebd-f3365fc6a34f,[Salesforce] Send SOQL Query,connector-action,salesforce,6,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,ff36b16b-962a-4f21-8eb9-97c363921680,[SFTP V2] Delete File,connector-action,officialboomi-X3979C-sftpv2-prod,4,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,cb8cd669-cf0d-44e0-bed9-db82da048353,"[SFTP V2] Get Specific Files, Do Not Delete",connector-action,officialboomi-X3979C-sftpv2-prod,5,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,939c276a-8059-483a-86dc-e4b093d1b7b2,[SFTP V2] List File Names by Wildcard,connector-action,officialboomi-X3979C-sftpv2-prod,4,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,b1ab4486-0a09-4b4b-8cbc-93baf56029ca,[SFTP V2] Create File (Overwrite if Exists),connector-action,officialboomi-X3979C-sftpv2-prod,8,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,4c4cc49f-c8ba-4a48-ae6f-17ab10161c18,[Salesforce] Account Query - Predgemaker_Prospect_Id,connector-action,salesforce,1,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,19fb1ab3-569a-4469-8534-79cdbaeed406,[OLD TSYS] Card Tokenization,connector-action,http,2,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,5c0db954-331e-4f81-a457-5607bb2ad83f,[OLD TSYS] Account Verification,connector-action,http,6,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,ddc997d1-74db-4ef4-af29-674500980bdd,[OLD TSYS] TransFirst,connector-settings,http,11,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] CDS to SF Processing,ba56354e-cd4f-46ae-b252-9177b09eb40a,[Salesforce] Contact Query - Pledgemaker_Prospect_Id OR Contact_ID,connector-action,salesforce,3,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
[Main] WCX Registrants Catchup,b2f73c60-f715-4106-8dc2-7eafb2d302cd,[WCX] POST Query,connector-action,http,10,TRUE,main,a80dd69a-0fd6-428c-bd52-abf4885c2da4,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-03-24T14:58:36Z,andy.strubhar@argano.com,2.1.1
[Main] WCX Registrants Catchup,98d53aa3-d9e2-4116-bcf4-9b76248f8573,[WCX] Webconnex API,connector-settings,http,6,TRUE,main,a80dd69a-0fd6-428c-bd52-abf4885c2da4,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-03-24T14:58:36Z,andy.strubhar@argano.com,2.1.1
[Main] WCX Registrants Catchup,ec6f6df0-5a8c-4df4-a8bd-c9a72b3c1d9b,[Snowflake] INTEGRATION_SERVICE_ACCOUNT - SET BY EXTENSIONS,connector-settings,officialboomi-X3979C-snowfl-prod,13,TRUE,main,a80dd69a-0fd6-428c-bd52-abf4885c2da4,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-03-24T14:58:36Z,andy.strubhar@argano.com,2.1.1
[Main] WCX Registrants Catchup,fbc88f3a-5a86-47e2-86bf-d876e9461da6,[Snowflake] Query WCX_API_RECORDS by Object ID,connector-action,officialboomi-X3979C-snowfl-prod,8,TRUE,main,a80dd69a-0fd6-428c-bd52-abf4885c2da4,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-03-24T14:58:36Z,andy.strubhar@argano.com,2.1.1
_Master Locations and Devices,0bc1506f-f073-4c07-9d5f-c8a51beca18c,ListDeviceCodes_HTTP,connector-action,http,1,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,25ca045f-1b3a-4fa0-aa88-7eb07fc7abfa,Get_Start_&_End_Date,connector-action,database,1,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,5e0caca6-4a5d-492e-84a7-581e4ce83001,[Square] Square API,connector-settings,http,1,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,c11c5a2c-f426-4b94-8f94-a7652849c61e,ListLocations_HTTP,connector-action,http,1,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,5285c559-c1c7-48a8-a76d-ae213a3b0358,GetAuthHeaders,connector-action,database,1,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,09480266-ec61-4471-8c21-1a9d2333602b,Insert Into Devices Table,connector-action,database,2,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,e466636f-3e76-4c58-8c10-52ae4622928a,Write Locations to DB,connector-action,database,2,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,8c6706b7-2e73-4f04-b4c4-4c2c403191ab,[AWS SES] Outbound Mail Connection,connector-settings,mailsdk,5,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,426e20d1-8b76-4105-a659-b75f092c7aff,IntSql02.CampStats,connector-settings,database,3,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_Master Locations and Devices,1047595c-f381-4cbb-b3a4-4ba8c98cb4a9,Locations/DevicesEmail,connector-action,mailsdk,2,TRUE,main,0165cbb3-525e-4e35-b111-f42555435483,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-28T19:58:06Z,jvasek@sc.younglife.org,25.08.28A
_API Master Control,85d2540c-c613-4d62-9eb4-4c551aeae66c,GetPayment_HTTP,connector-action,http,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,ff8f69df-ff2d-4efc-b9ae-eaf7d08569f8,Get_Missing ID,connector-action,database,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,90a95752-c006-4b7e-832d-cb73b38329df,SearchOrders_Cursor,connector-action,http,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,d0f213cc-2f1b-4de0-bab9-147cb55bf375,SearchOrders_HTTP,connector-action,http,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,e14b7487-f831-41a6-97cb-0f95a8331cc4,RetrieveOrder_HTTP,connector-action,http,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,0466fc35-8826-4804-87c3-d0caf00a99bf,Get Locations and AuthHeader,connector-action,database,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,7ec5a3b4-3f5e-4ce5-b1ca-358a71efeea6,ListPaymentRefunds_HTTP,connector-action,http,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,25ca045f-1b3a-4fa0-aa88-7eb07fc7abfa,Get_Start_&_End_Date,connector-action,database,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,5e0caca6-4a5d-492e-84a7-581e4ce83001,[Square] Square API,connector-settings,http,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,046919db-e128-41c9-8c0d-ec0a05778990,ListGiftCardActivities_HTTP,connector-action,http,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,67ce4885-301c-4697-8246-69791ef27cc3,DataCleanse,connector-action,database,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,6c7c8a98-4a6f-4a81-abf8-a2b11be81c1e,Merge - Payments ,connector-action,database,2,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,9e9007b0-06c8-452c-8575-76f33a4d1480,Merge - Orders,connector-action,database,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,5853b943-0904-49af-9272-0f571c774178,Merge - Refunds,connector-action,database,3,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,87b655af-bafd-4eb8-a484-9dfae4e8a3ce,Merge - GC Activities,connector-action,database,1,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,9f91a18c-edfd-48e9-b7c9-72410b69e373,Search_For_Updated_Orders_HTTP,connector-action,http,2,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,39cfe5d2-139d-45a8-a2f4-ddead4ce376a,Search_For_Updated_Orders_Cursor,connector-action,http,3,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,3f01186f-df29-41d0-8ff3-6b97649786e8,ListPayments_HTTP,connector-action,http,2,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
_API Master Control,426e20d1-8b76-4105-a659-b75f092c7aff,IntSql02.CampStats,connector-settings,database,3,TRUE,main,2bbf44bf-c1d7-4527-b35f-14fe60165b0f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-24T18:16:01Z,jvasek@sc.younglife.org,25.06.24A
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",7dfbe045-b021-4912-b1bf-7be8dd477e13,[AWS RDS] YLGlobal integrationuser - SET BY EXTENSIONS,connector-settings,officialboomi-X3979C-dbv2da-prod,31,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",73d0525c-a48f-4af1-b58b-e3d74ab49197,[Salesforce] CommSubsciptionConsent Update,connector-action,salesforce,1,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",abc7fbad-742f-4bf7-a4de-271abd6c2b60,[Salesforce] Add Individual ID to Contact,connector-action,salesforce,2,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",00d47c0e-b54b-4f9c-8fa9-017d624a490d,[Salesforce] ContactPointConsent UPDATE,connector-action,salesforce,2,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",348b34df-98fc-4b8d-8859-46a30f0ce7f2,[YLGlobal] EmmaMemberSync INSERT,connector-action,officialboomi-X3979C-dbv2da-prod,2,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",c73f1758-2868-4d20-b17e-df952239fd8c,[Salesforce] CommSubscriptionConsent CREATE,connector-action,salesforce,5,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",a977053f-1210-4f3f-90c0-6cf167dcfeb4,[Salesforce] Create Individual Record,connector-action,salesforce,9,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",5fc0ee35-d873-4a18-8aba-336a11941540,[Salesforce] Contact Point Consent Query,connector-action,salesforce,6,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",481cb99e-24ad-4e67-843b-d26cac550f38,"[Emma Refactor] Contact Point Email, Contact Point Consent IN QUERY",connector-action,salesforce,2,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",7dd6ff6b-c501-4471-b320-a9084a17dfa2,[Salesforce] Create ContactPointEmail Record,connector-action,salesforce,7,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",8e0f26e1-b083-45c2-883b-425da13334ec,[Salesforce] ContactPointConsent CREATE,connector-action,salesforce,5,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",30883b0c-bb20-436d-b66a-a95ea0925a5e,[Salesforce] Get CommSubscriptionConsent via Mission Unit Code ONLY,connector-action,salesforce,2,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",ee746b99-426c-4b7a-a133-ac3aa864e61c,[Emma Refactor 2.0] Query Contact for Individual ID,connector-action,salesforce,6,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",6749ce31-3b1f-4530-9997-8ffaf12b81a5,[YLGlobal] EmmaMessageQueue GET by Record ID,connector-action,officialboomi-X3979C-dbv2da-prod,5,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",13d31c2c-a3f0-4688-b34d-e0f84a8d4f45,[YLGlobal] Mark EmmaMessageQueue Record as Processed,connector-action,officialboomi-X3979C-dbv2da-prod,8,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",2fcdbd5f-ee93-4834-a312-470f6caa122a,"[Salesforce] Individual, ContactPointEmail QUERY by Individual ID",connector-action,salesforce,13,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",5bb9a410-ca8d-4db3-a7bf-f6ddb06dbda0,[Salesforce] Get CommSubscriptionConsent via CSC Name,connector-action,salesforce,5,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",639ac190-6c19-49eb-a784-079454bc61c7,[YLGlobal] EmmaMessageQueue Query by InsertedAt,connector-action,officialboomi-X3979C-dbv2da-prod,48,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",975a7e45-31e9-48fd-9f0f-01c936f54260,"[Salesforce] CommSubscription, CommSubscriptionChannelType QUERY",connector-action,salesforce,11,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
"[Main] Query Emma Members from YLGlobal Message Queue, Send Downstream",08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,5c18c17e-aabe-4a70-a681-41902525a8c7,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:12:33Z,andy.strubhar@argano.com,4.15.2
[Web Svc] Moodle Course Completion to Salesforce,7dfbe045-b021-4912-b1bf-7be8dd477e13,[AWS RDS] YLGlobal integrationuser - SET BY EXTENSIONS,connector-settings,officialboomi-X3979C-dbv2da-prod,31,TRUE,main,123b7390-a463-4f09-80d4-ee6d6e462e21,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-16T21:54:19Z,andy.strubhar@argano.com,5.4
[Web Svc] Moodle Course Completion to Salesforce,08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,123b7390-a463-4f09-80d4-ee6d6e462e21,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-16T21:54:19Z,andy.strubhar@argano.com,5.4
[Web Svc] Moodle Course Completion to Salesforce,dfdada5b-cd02-4508-a6e7-bf6a67b90688,[Web Svc] Moodle Course Completion Listener,connector-action,wss,8,TRUE,main,123b7390-a463-4f09-80d4-ee6d6e462e21,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-16T21:54:19Z,andy.strubhar@argano.com,5.4
[Web Svc] Moodle Course Completion to Salesforce,62588786-5425-47b6-9d44-d7953ca31b24,[YLGlobal] MoodleCourseCompletionToSalesforceSync CREATE,connector-action,officialboomi-X3979C-dbv2da-prod,1,TRUE,main,123b7390-a463-4f09-80d4-ee6d6e462e21,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-16T21:54:19Z,andy.strubhar@argano.com,5.4
[Web Svc] Moodle Course Completion to Salesforce,e47aeba2-78b3-4f23-8011-c3373bf43306,[Salesforce] LMPrivateDetail__c UPDATE,connector-action,salesforce,6,TRUE,main,123b7390-a463-4f09-80d4-ee6d6e462e21,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-16T21:54:19Z,andy.strubhar@argano.com,5.4
[Web Svc] Moodle Course Completion to Salesforce,1220e855-a86d-4477-ae4c-e44eafad9f2e,[Salesforce] LM Tracker QUERY,connector-action,salesforce,19,TRUE,main,123b7390-a463-4f09-80d4-ee6d6e462e21,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-16T21:54:19Z,andy.strubhar@argano.com,5.4
[Web Svc] CDS to SF Processing,4cb0871c-5f8b-4de2-9264-787d848879ee,[WSS] Execute CDS to SF ETL,connector-action,wss,2,TRUE,main,f707e87a-2bf8-40ce-90b2-0afdf484df62,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-08-26T16:25:07Z,andy.strubhar@argano.com,1
[sub] Generate Emma Member Export and Write to Salesforce,21e25ada-6344-4fc8-abfe-49113af1654a,[IMAP Mail] Send Email without Attachment,connector-action,mailsdk,2,TRUE,main,6232bb65-7d56-41de-b088-787c38f57253,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:16:33Z,andy.strubhar@argano.com,3.14.0
[sub] Generate Emma Member Export and Write to Salesforce,7dfbe045-b021-4912-b1bf-7be8dd477e13,[AWS RDS] YLGlobal integrationuser - SET BY EXTENSIONS,connector-settings,officialboomi-X3979C-dbv2da-prod,31,TRUE,main,6232bb65-7d56-41de-b088-787c38f57253,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:16:33Z,andy.strubhar@argano.com,3.14.0
[sub] Generate Emma Member Export and Write to Salesforce,c0e22831-da3f-4500-b55d-a666f321702e,[Emma] Integration User - SET BY EXTENSIONS,connector-settings,http,3,TRUE,main,6232bb65-7d56-41de-b088-787c38f57253,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:16:33Z,andy.strubhar@argano.com,3.14.0
[sub] Generate Emma Member Export and Write to Salesforce,73d0525c-a48f-4af1-b58b-e3d74ab49197,[Salesforce] CommSubsciptionConsent Update,connector-action,salesforce,1,TRUE,main,6232bb65-7d56-41de-b088-787c38f57253,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:16:33Z,andy.strubhar@argano.com,3.14.0
[sub] Generate Emma Member Export and Write to Salesforce,7c526f5b-d78b-4a3c-86d5-82b4fa95e4b8,[Salesforce] MissionUnit__c QUERY by EmmaAccountID__c,connector-action,salesforce,3,TRUE,main,6232bb65-7d56-41de-b088-787c38f57253,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:16:33Z,andy.strubhar@argano.com,3.14.0
[sub] Generate Emma Member Export and Write to Salesforce,fccdd3ac-6a78-4c63-90ea-438b22a86b52,[Emma] POST Export Request,connector-action,http,4,TRUE,main,6232bb65-7d56-41de-b088-787c38f57253,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:16:33Z,andy.strubhar@argano.com,3.14.0
[sub] Generate Emma Member Export and Write to Salesforce,cc2d1c87-675c-4b6f-bc16-ff17b83eb278,[Emma] Check Export Status,connector-action,http,2,TRUE,main,6232bb65-7d56-41de-b088-787c38f57253,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:16:33Z,andy.strubhar@argano.com,3.14.0
[sub] Generate Emma Member Export and Write to Salesforce,72028e7a-0f74-4d2a-82ad-a8eaedf47a39,[Emma] Download Export CSV,connector-action,http,3,TRUE,main,6232bb65-7d56-41de-b088-787c38f57253,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-10T15:16:33Z,andy.strubhar@argano.com,3.14.0
